100	1150.185415
100	1592.771300
100	490.944138
100	1102.524311
100	795.355586
100	863.964171
100	0.094811
100	1158.855090
100	2351.806512
100	738.224798
100	124.004592
100	962.403715
100	420.269981
100	1129.311113
100	704.393696
100	419.384476
100	0.082747
100	0.082647
100	988.711862
100	0.086685
100	0.085766
100	424.832291
100	1166.322289
100	0.095704
100	0.089159
100	2057.542858
100	1331.547707
100	1056.150637
100	0.092966
100	0.086197
100	3080.619117
100	0.096910
100	1141.966698
100	1761.957694
100	3203.225096
100	2508.291704
100	787.757356
100	1483.170641
100	298.752950
100	0.090396
100	2837.235347
100	1781.812609
100	1592.589986
100	2023.109576
100	1749.833255
100	0.106718
100	2959.311457
100	2171.866176
100	2022.925015
100	310.304904
